Unnamed: 0,text,Emotion,label
,really feeling child friendly,,1.0
,feel furious,,3.0
,think feel like person still amazed,,5.0
,like think present life times working mum good standard ever miss apostrophe miss spell particular word please feel free call,,1.0
,feel ask feels like dumb question,,0.0
,feel proud know several people deserved advanced finally picked time around last time peoples cases,,1.0
,give goals feel boring,,0.0
,careful make sure characters featured feel sympathetic,,2.0
,didnt make weight watchers meeting feeling guilty made sure healthy breakfast consisting museli yoghurt fruit,,0.0
,feeling tender spot foot flex certain way back wearing shoes day cowboy,,2.0
,know feels weird right,,4.0
,thought yoga supposed make feel tranquil peaceful sculpt legs greek goddess,,1.0
,feel one things dont talk much many people come know plan doesnt taste sweet feel like plan,,2.0
,left theater ran hand sadly plush red backs seats front feeling almost mournful wasnt going back long time,,0.0
,asked girls meant valued part response felt valued people around made feel valued treated loving caring manner,,1.0
,feeling petty right,,3.0
,person helping realized inspired people start charity work help feel proud,,1.0
,feel amazingly overwhelming thrilled wedding,,1.0
,feel shame strange way,,5.0
,suspect much country feels tragic events last week,,0.0
,feel like part accepted part life people never changed,,2.0
,find relaxes feel productive making food end product taste nice satisfy people,,1.0
,feel sometimes distracted neglectful thankful adding another box check otherwise busy days,,3.0
,feel individuals opening line shows inadequate simple words,,0.0
,ive deep swamps swimming muddy waters tortured fear feeling lonely lost,,0.0
,feel talented anything eventually putting fully,,1.0
,read blog feel shes one person doesnt care people look believes matter bitchy annoying self centered may seem people,,3.0
,sat feeling mightily distracted wanting write next scene nano yet rape torture bad stuff,,3.0
,came across something made feel lousy,,0.0
,love rides wasnt feeling hot day,,2.0
,feel bothered things open door,,3.0
,found feeling nostalgic thought temporarily abandoned little bishop chronicles,,2.0
,forgive accepted allowed think writing blog someone feel sorry give sympathy tell right,,0.0
,feel irritable number people came office whining circumstances realize im practicing thinking good things find better way pull present,,3.0
,well aware strength feeling house holds tragic needless deaths many men women children,,0.0
,feel supporting extreme would way put number value,,1.0
,feel duties unimportant profession qualified discuss,,0.0
,feel proud happy also grateful read,,1.0
,feel shaky battering emotions im still standing,,4.0
,feel like stubborn stingy,,3.0
,feel like traipse lives tromping heel loving hearts stilettos,,2.0
,reread comfort familiarity book whose plot already know easier deal im feeling stressed new book unknowns,,0.0
,love sometimes feel exhausted,,0.0
,im sorry feel uncertain,,4.0
,im feeling crappy ill fish compliments like girl,,0.0
,asleep would feel pain violent act would completely unjustified,,3.0
,feel burdened stuck center dark tunnel,,0.0
,know feelings real petty neither mine,,3.0
,would look sky scrapers feel amazed little girl montana,,5.0
,want feel irritated,,3.0
,feel like look like miserable heap,,0.0
,really feel like useless world,,0.0
,im definitely feeling fearful anything right,,4.0
,im day two plan im feeling positive,,1.0
,im feeling really terrible journaling also come screeching halt well,,0.0
,feel today positive gift delivered us teachers stressful week,,1.0
,feeling shaky morning taking well,,4.0
,feel like rushed relationship,,3.0
,maintain feelings repressed expressed,,0.0
,found overwhelmed jealousy self contempt found feeling towards lives sweet friends acquaintances portrayed social media,,2.0
,feel last time ure one feel paranoid,,4.0
,know feels tortured,,3.0
,tell feeling quite invigorated,,1.0
,vented feelings towards pathetic excuse communicat,,0.0
,fancied terrains feel keen go,,1.0
,feel prescence gentle touch,,2.0
,still feeling bit dull loss sleep trying sleep morning possible,,0.0
,would feel know maybe little resentful,,3.0
,first started using like felt like made hair feel dirty even though washed hair,,0.0
,look situation feel jealous almost cant bear,,3.0
,feeling triumphant today,,1.0
,feel like writer wants think proclaiming longer liked pulsars petty hilarious bit character,,2.0
,im feeling sentimental need reassurance,,0.0
,ive ever read explains feel way time reassures im defective somehow,,0.0
,come contact regular basis sooner figure kind situations sooner feel valued appreciated loved desire learn pass kindness others learning,,1.0
,tried adding type cheese talking small quantities right back feeling shitty,,0.0
,seem share equal passion long distance touring harley davidsons feel sure wed bore tears every person within earshot,,1.0
,know mostly forcing distracted feeling determined think though still hurting learning cope kame takes breath,,1.0
,help daughter feeling angry,,3.0
,feel terrible hurt peoples feelings worse afterwards always hope never,,0.0
,feel little glamorous wet brush,,1.0
,feel dont afraid pray need go back time forgive sins sloth,,4.0
,grew feeling ugly inadequate,,0.0
,feel sense accomplishment embarrassed clothes prepared either donate charity throw,,0.0
,think point yet foresee lot traffic bed crib old enough longer feel acceptable answer dark,,1.0
,know feel awful ask husband watch audrey long enough take shower,,0.0
,hate feel bothered word team word badminton,,3.0
,could empathize tab raging hormones connection feeling like someone else gets thinks youre smart pretty worth attention,,1.0
,feel totally invigorated completely forget like cold,,1.0
,wont give much case feel greedy,,3.0
,tell love feelings sincere dear,,1.0
,feel pain vein oh vain insane,,0.0
,feel worry much much petty things like,,3.0
,wanted thank giving jordan chance together without distraction making us feel welcomed loved,,1.0
,feel affirmed gracious sensuous less self doubt href http generations,,2.0
,spent waking hours enjoying freedom owning cellphone feeling smug situations phone would awfully convenient fielding incredulous questions,,1.0
,like feeling like eager schoolboy waiting around hours touch shining alumninium,,1.0
,feel greedy needy helpless,,3.0
,heard last regulation socialist govrenment concerning pensions,,0.0
,feel awful said,,0.0
,finally cast studio show feels fab,,1.0
,feel extremely gloomy confused,,0.0
,feel passionate,,1.0
,feel worthless pointless feel like everyones third wheel even second,,0.0
,felt emotion name announced radio selected come lilongwe school health sciences take training course medical assistat,,1.0
,feeling superior women left alcoholic husbands stronger godly wasnt ever going,,1.0
,really feel women work obnoxious cretins,,3.0
,didnt drink much last time people get ultrasounds weeks still enough feeling distinctly eager toilet end,,1.0
,feel perfectly acceptable consume homemade chex party mix breakfast holidays given fact mostly cereal,,1.0
,feel like think sincere really told us exclusively,,1.0
,would always song stuck head bombing incident would feel bit weird dont really pay attention lyrics sounds like happy song type youre supposed hum difficult days,,4.0
,feel comments opinion sincere people get wrong message,,1.0
,im sorry im feeling little bitchy tacky looking women came sat next,,3.0
,feel like charmed gave means spend years sons young home,,1.0
,im really happy feel exhausted,,0.0
,feel kind dull grief,,0.0
,feel particularly uncomfortable much driver looking phone shout eyes prize,,4.0
,ive left orange scented mixture white feel free color wish,,1.0
,always appreciate please feel free become follower come back visit soon,,1.0
,left feeling satisfied donna knew capable hands,,1.0
,started feeling uncomfortable around straight male friends particularly one drunkenly came grabbing waist attempted murmur sweet nothings ear party week,,4.0
,feel uncomfortable,,4.0
,could done feeling pleasant tiredness good sweat going stopped,,1.0
,feel least bit unwelcome party views uncommon,,0.0
,feel like im super rich kinda like could drink goldschlager haha,,1.0
,feel rude say better men,,3.0
,feel accepted condition,,2.0
,still feel lucky though,,1.0
,managed learn feeling insecure,,4.0
,mean idea intoxicating course feels amazing happening happens morning wake go work amp shit something completely impractical,,5.0
,many social networks right sometimes feel like pretty talked,,1.0
,feel like sort rockstar razzle dazzle lifestyle would least like spend third life something feel worthwhile,,1.0
,feel agitated lot im straddling articulacy incoherence,,3.0
,start feel little overwhelmed knowing make still,,5.0
,know sometimes feel world troubled deeply pathologically troubled,,0.0
,feel like bring characters life completely always kind surprised actors together,,5.0
,felt confused sometimes makes feel useless,,0.0
,left feeling heartbroken losing child guilty parenting wife ing far par last months,,0.0
,noticed feeling stressed anxious couldnt quite put finger,,3.0
,never feel ashame humiliated life,,0.0
,exist existence even mean anything anyone apart family always wonder existence fuck feel dumb ive never thought purpose,,0.0
,start working full time next week currently feeling bit ungrateful moment,,0.0
,learned much like neighbourhood place feels humans dogs sympathetic understand quixotic need walk dog walk period,,2.0
,remain hopeful feeling actually excitement long missed friend,,0.0
,want healthy happy badly fact healing without leg making feel useless empty,,0.0
,got phone feeling numb,,0.0
,also feeling ole restless leg syndrome shifted back forth legs trying something excess energy hit,,4.0
,feel much lighter clearer energetic,,1.0
,feel heartless even though heart hurts,,3.0
,feel like efforts vain continuing pursue embarrass road,,0.0
,started feeling little funny anxiety time didnt know started tell brother man dont feel good said whats wrong said dont know u better drive pulled let drive,,5.0
,feel much boring straight hair years haha,,0.0
,feel rotten amount suggesting losing sense smell terribly disorientating experience wine person seems convince people might actually live feel good,,0.0
,got home told peter feeling wasnt shocked telling,,5.0
,ive come feel supporting character one time favorite films giant,,1.0
,could almost feel gentle touch moonbeam sent shine added touching face dreamily,,2.0
,either feel submissive agree taking pain someone option presented,,0.0
,really struggling run discomfort feeling determined continue crowds bridge massive didnt want one first people saw walking stopping,,1.0
,feel like beats popular high end foundation market either ulta sephora,,1.0
,expressing unexpected kind gesture made feel bad short moment intent larger moment remains reminded blessings like good friends back,,0.0
,hated work everyday days next two weeks dont like jobs feel unsuccessful talk people,,0.0
,keep fighting life truly run fight close enough twice know bit feels like yet matter despairing feels,,0.0
,feel troubled,,0.0
,like reviews got target days ago feel acceptable review makeup lovers,,1.0
,feel like devoted reduce impact environment wrote blog babsbrisbane,,2.0
,feel quite pleased little bits news celebrate tonight meet brewer event hawkshead members one newest pubs,,1.0
,woke feel thankful god giving another day go,,1.0
,feel like important publicly bless virus,,1.0
,feel thrilled end month round completed begin recover,,1.0
,wish times needed hold rock sleep moments feel successful father times im able meet needs,,1.0
,im really taking information lately could explain ive feeling sort discontent lately,,0.0
,exactly feel whenever feel lonely depressed pray help guidance href http,,0.0
,must say consider family broken feel discontent father around,,0.0
,im feeling little dirty,,0.0
,feel relieved happy realize said,,1.0
,mean true style see reflection like mirror ugliness society make us feel ugly inadequate based looks suddenly becomes completely annulled,,0.0
,feel assured,,1.0
,feel handling well enjoying said,,1.0
,im feeling jolly year though,,1.0
,feel special excitement happiness,,1.0
,reckon need stop feeling bitter realistic,,3.0
,got great pump halfway workout started feel fantastic,,1.0
,stay distanced others feel strange sometimes feel like new friendship growing forming,,5.0
,leave something sometimes throw change tip jar times dont leave anything feel rude haha,,3.0
,im far ahead released tankouban sold wont anymore wait wont thrilling damn even feel slightly remorseful,,0.0
,get paid much get many deliveries work im feeling bit shamed curb spending bit,,0.0
,feel bad knocking show far didnt see smackdown week cant assume carried show like every week daniel bryan doesnt appear,,0.0
,feel happy outcome long election im glad,,1.0
,feel like im going period time much enthralled life options proposed,,5.0
,could maybe get away simpler folk melodies songs something fairly predictable guitar would end feeling dull,,0.0
,dont like christmas feel like lost meaning,,0.0
,feel less alone,,0.0
,feel one talented teams nfl reason people feel like nothing really fear,,1.0
,feel hearts decision stop caring reversed,,2.0
,feeling itll little messy going home though,,0.0
,feel welcomed barn like son coming home,,1.0
,wish right language convey simultaneous feelings excitement peaceful enjoyment country cycling also element,,1.0
,feel excuse lame invitations,,0.0
,feel horrible expensive happens,,0.0
,also got nice condiment type pressies whilst local garden centre today feeling achieved something towards festive season,,1.0
,waking middle night aches pains generally feeling grumpy,,3.0
,feel betrayed coz backstabber grounds accusation amazed people ability things,,5.0
,first started reading city dark magic thought would challenge actually enjoy since felt like content famous classical music head luckily plowing first chapter became confident started feeling less dumb,,0.0
,im constantly horny always feeling playful,,1.0
,feel shy swedish,,4.0
,ill let shed tears feel bitter confused frustrated hurt last time,,3.0
,encourage next time youre feeling little uncomfortable best embrace,,4.0
,feel useless href http juliemadblogger,,0.0
,feel like crows roosters teamed horses go bulls sharks monsters trying take cool ranch,,1.0
,scared let feel deeply many people frightened let div style clearboth padding bottom,,4.0
,still feel chub wear cute summer clothes dreamed,,1.0
,feel rotten feet still swell eat feel bad eat feel bad,,0.0
,feel acceptable everyday food,,1.0
,lucky enough feel squeeze win another festive challenge involved box full items identify blindly fondling hole,,1.0
,im feeling uncertain future,,4.0
,feel like pretty smart interesting enough boyfriend would feel stimulated happy someone else,,1.0
,feel likeable characters important enough plot,,1.0
,like world making list always makes feel joyful,,1.0
,feel saddened king quite respected far monarchs go ineffectual best,,1.0
,feel energetic,,1.0
,feel honored much shared expressed trusts,,1.0
,feel strange sort liberation,,5.0
,feel end marriage deserves truthful explanation,,1.0
,feel weird scattered wonders million different things,,5.0
,feel though people find quite pleasant,,1.0
,believe minds focused daily rat race bodies simply forget feel vital free classic case lose dont use,,1.0
,still wake feeling suspicious,,4.0
,feel little hesitant leave time,,4.0
,typed blood pressures month feeling hes going pleased lack missing information,,1.0
,feel disgusted see blood feel like faiting also people eat raw meat front,,3.0
,im always feeling agitated overly excited impatient close,,3.0
,feeling delighted daunted,,1.0
,feel ashamed type,,0.0
,notice ruining happy moment feelingof discontent resistance receiving love genuine way delivered,,0.0
,admire feel like even though shes gorgeous talented hasnt succumbed hollywood pressures like lot listers,,1.0
,schedule childhood friends feel little timid getting,,4.0
,feel empty inside surprising considering havent eaten day,,0.0
,party met girl drew,,3.0
,always make things harder im going lie sometimes way complicating simple however new baby pretty big undertaking comment many many others feel like sees disturbed little,,0.0
,feeling sociable,,1.0
,feel discouraged supervisor said,,0.0
,sitting class feeling somehow disturbed,,0.0
,continue write feel distraught,,4.0
,start feel lethargic blogging,,0.0
,feels like tortured,,4.0
,wasting life away going one person another find love feeling shitty anti social polytechnic life met guy,,0.0
,get oz occassional viewings home away even bit neighbours im feeling really tragic,,0.0
,thought would grumpily curse world remain angry oh even really know sometimes feels like angry absolutely everything,,3.0
,im condoning terrorist action feel furious powerless,,3.0
,finished watching korean drama secret garden omg feeling way girls shows mixture hope little tug truth says romantic gestures exist films,,2.0
,feeling stronger recharged excited get back runs,,1.0
,think husband feels greatly respected wife draw make much less likely would want flirt women,,1.0
,im feeling disturbed tons things,,0.0
,feel apprehensive nervous times performing modules,,4.0
,feel bit dazed excited going protective going let,,5.0
,im gestating one feeling pretty thrilled,,1.0
,know take weeks book go free amazon barnes amp noble age cents buy full length ebook feel little funny charging even cents work almost certain pages possibly,,5.0
,feel terrific every one,,1.0
,aspire capture manner feel tension resolved austere introspective training still place alongside study method euskc,,1.0
,ton fun thrift store feel like got really useful pieces get current trends cheap,,1.0
,find feeling anxious unsure,,4.0
,honestly wish christmas celebrated summer feel like tend jolly wish could,,1.0
,ive blogged feel strange,,5.0
,guess comes believing younger anger feeling acceptable tried,,1.0
,pleased report many ways feeling well,,1.0
,feeling like people think means im ok dont need talk jeremy anymore,,1.0
,im also still feeling whiney hell possible could rant bit today,,0.0
,still feel left feel like hated kid asian crew,,3.0
,feel like greedy pig catching lt bc afterward yay im gna get delicious chocolates exchange zjs gna get bai tu tang,,3.0
,know feels like scared something,,4.0
,started feel overwhelmed,,4.0
,feel slytherin house slytherin smart enough know get job done cost,,1.0
,didnt react way really feel im ecstatic marriage tonks,,1.0
,im feeling pressured perform athletic moves order stay field,,4.0
,feel unfortunate dont lot time spend family,,0.0
,imagine young people might feel resentful attention sibling getting also feeling guilt time,,3.0
,really know oldest one well mothering mother seems feel sweet,,1.0
,feel though giving many details unimportant things like chriss mundane life left details like character depth especially secondary characters,,0.0
,know shes one provides income family right feels like shes putting face shes supporting us,,1.0
,feel like superior human race rel bookmark permalink,,1.0
,feel assured made peace atheism,,1.0
,want feel loved,,2.0
,talk people make feel people talk ones make feel unhappy upset nervous angry,,0.0
,feel defeated,,0.0
,im feeling lively yesterday still sure food though,,1.0
,also baked enough cookies take local bbw tomorrow night feel bad employees work,,0.0
,feel slightly unfortunate sense calendar year great year systems honest,,0.0
,met ex briefly catch leaving sarawak lololol good seeing feel awkward typing,,0.0
,considered jogging since cold today decided right ankle already feeling tender reason,,2.0
,im feeling embarrassed frightened wouldve smashed window slid dukes hazzard style would get garage man stop glaring,,0.0
,im feeling way often blindly carefree days youth uncharted waters maturity aka midlife crisis explore transformation via one favorite things tracy anderson method,,1.0
,feel like leadership training perfect vision god wants missionary work,,1.0
,studying always feeling process unpleasant absolutely necessary,,0.0
,im feeling really outgoing get really quiet person try make feel comfortable,,1.0
,feel guilt caring im,,2.0
,feel gazing giving naughty smile encouraging study,,2.0
,feeling fairly keen,,1.0
,feel threatened people believe,,4.0
,feel like im better amp able things comes back,,1.0
,feeling currently anything resolved feelings change,,1.0
,feeling self hate going find feeling hateful someone else feel power compassion spirit remembering spiritual,,3.0
,feel appreciative take care baby try keep apt clean much possible try call million times find hell home varies day day sort self employed hard plan things around schedule,,1.0
,im feeling emo bitchy atm,,3.0
,afraid water young people feel afraid death never experienced,,4.0
,dare following feeling brave enough,,1.0
,feel eager well feel like ive got titles concluded ominously,,1.0
,im looking stress levels im feeling loving concentrated mindset planning wedding four months,,2.0
,im feeling quite positive want achieve,,1.0
,family feel passionate completely comfortable,,1.0
,feel others decide hellip delighted fans paintings able see body work proud,,1.0
,ive never done detox cleanse really desire feel like cleanses cycle around become popular every couple years id pretty much written,,1.0
,came utah freaking knowing life feeling less worthwhile going mission like every girl stressed daily stresses life lovingly given,,1.0
,feeling indecisive spontaneous,,4.0
,feel beaten feel void,,0.0
,feel like resolutions boring cliche,,0.0
,feel pressured well fe,,4.0
,im feeling rotten pretending aint,,0.0
,im feeling excited,,1.0
,ive feeling delicate week,,2.0
,feel rude ingorant,,3.0
,begin see first step suddenly life feel despairing,,0.0
,feeling would one eliminated completely convinced cooking skillz da bomb yes whipping early lingo,,1.0
,feel stupid enough,,0.0
,begin sense characters feeling heartbreaks theyre suffering suffered already,,0.0
,feel completely rude keeping course year mightily busy one,,3.0
,walked school felt bounce step overjoyed feelings youth thrill excitement coming school meeting beloved friends,,2.0
,ready read read read today even though im feeling groggy morning,,0.0
,cant help feel like must protect innocent,,1.0
,feel gracious presence even,,1.0
,like feel sweet feel offended,,2.0
,cannot even begin express words depth sorrow feel posted ludicrous rants passed days,,5.0
,monday took math bs test flunked second time,,0.0
,still feel little weird uncertain,,4.0
,wanna feel gorgeous body yers underneath next time fuckin ya alex took deep breath eyes seemed glow imagined scenario mind scene pictured many times,,1.0
,guess feel like im passionate something get taken away,,2.0
,im sure theres nothing get person feeling amorous faster stay hotel,,2.0
,feel makes perfect duo,,1.0
,feel better,,1.0
,im lucky enough life meet someone makes feel safe happy secure loved feel theres reason wait,,1.0
,would feel productive,,1.0
,im feeling jolly least,,1.0
,miss feeling exhausted outside heat minutes,,0.0
,think possible make cover expressed personality novel since strange cross genre story photo found nails heart book closely feel bit stunned,,5.0
,sure would love stop feeling horny time,,2.0
,appreciate clean lifestyles even though admit moments complete aversion substances sex made feel little repressed,,0.0
,come summer time feeling like coach hated,,3.0
,find feeling paranoid something going ruin could described fairy tale love affair,,4.0
,cannot explain need say please understand feeling heart im heartless person,,3.0
,take photos suppose since feel least talented area portraiture admire ability others,,1.0
,sad feel distracted participating relationship think,,3.0
,keep feeling blessed,,2.0
,think also changed obviously making effort go things make friends feel less shy less bothered peoples judgement appearance,,4.0
,tell arms hands feel weaker feel numb tingly night wake,,0.0
,almost feel stubborn come back said leaving,,3.0
,feel like actually creative person,,1.0
,feeling pretty excited,,1.0
,feel optimistic everything long time,,1.0
,im feeling doubtful necessity big coat,,4.0
,feeling joyful every part feels happy light whimsical,,1.0
,feel relaxed happy im water,,1.0
,never draw sides pages like know add drawings feel like rather feeling pressured finished one go,,4.0
,think ive feeling little bothered,,3.0
,wasnt interested evoked feeling earth grittily doomed aliens quite well,,0.0
,agree even though feel discouraged like go places lots color make feel better,,0.0
,feel like world boy im glad time,,1.0
,know feeling amp blessed,,1.0
,im feeling fab thank much asking,,1.0
,pull feel resentful edgy,,3.0
,li pouring corner moonlight shines face saw pale face mouth half closed eyes bear people feel distressed,,4.0
,feel little scared new lot learn im sure everything going fine together,,4.0
,wondering focus problems way care complaining feeling needy,,0.0
,feel like im really needy,,0.0
,feel greedy lame making one,,3.0
,see look doubt face feel scorn eyes anyone skeptical grits dinner grits please see totally amazing sister mashed potatoes,,4.0
,get feeling could dangerous,,3.0
,randomly heard ever since watching video delight music makes feel jolly reference,,1.0
,feel satisfied ive made cut receive overflow money stsm told im going wait overflow instead trying hit help team,,1.0
,rarely feel happily joyful dont walk smiling much,,1.0
,hurt feelings sorry,,0.0
,felt stronger wish free self cherishing refuge practice return feeling freedom protection suffering stayed rest meditation,,0.0
,stand front mansoor works feel obviously artistic intention raise already raised questions structural linguistics deconstructionist clamours followed,,1.0
,feel like boring paint bunch fruit,,0.0
,would almost anything feeling back days back carefree wonderful everything life complicated,,1.0
,feel anger feel sad feel joy feel emotions stick,,0.0
,set aside feeling happily helped every thing normalized students liked change schedule forgotten oblivion,,2.0
,wonder feel nurtured needy,,0.0
,id ever known figured normal feel ugly dumb weird,,0.0
,stopped feeling little awkward,,0.0
,guess matter much think im feeling ok im nervous hell inside scan revealing something dont want know,,1.0
,began feel little anxious may almost obviously time running amp honest im plumb excuses,,4.0
,feel less frightened grounded centered,,4.0
,would like take opportunity describe one day week feeling particularly gloomy,,0.0
,could feel much slower treadmill pace pleasant six days relative inactivity happy running,,1.0
,feel weird guess kind happy,,4.0
,im tired feeling unhappy things unmotivated,,0.0
,im feeling generous go golden nugget,,1.0
,could feel productive treatment,,1.0
,makes feel determined give effort dig deep im feeling pain,,1.0
,might hold sense satisfaction feeling superior giving advice,,1.0
,wanted skate fast wanted try everything see difference feel amazing,,5.0
,want feel rushed program,,3.0
,would really love friend feels guilty sorry,,0.0
,think gt desire privacy camp feel would gt terrific,,1.0
,cant feel dont turn back wont ignored time wont heal dont turn back wont ignored,,0.0
,younger used feel homesick,,0.0
,rarely respond comments made unless feel important specific reason,,1.0
,feel tender done anything,,2.0
,never feel like anythings getting resolved counseling drift away,,1.0
,swear mean browns fail tomorrow night make feel like idiot trusting gut feeling going lose tomorrow picking win season,,1.0
,im feeling generous week,,1.0
,left theater feeling sad alone sudden realization fleeting mortality weighing every step,,0.0
,definitely feeling effects progesterone two ways breasts tender tired,,2.0
,try stay focused order avoid feeling reluctant finish,,4.0
,never know talk people shows always feel bit dazed hope didnt think rude,,5.0
,feel experience convinced need prayer country,,1.0
,seek pain feel tortured feel something,,4.0
,im feeling optimistic finish last two weeks strong probably continue,,1.0
,already feel using us feels weird havent even done anything yet feel coming like ministry coming,,4.0
,care much number viewers viewer ratings drama iris gained huge success began feel greedy,,3.0
,realize much little family leans felt overwhelming feel inadequate,,0.0
,im feeling little bit pleased,,1.0
,ive also run im feeling particularly virtuous,,1.0
,longer even remotely ok body feel ugly person swore love,,0.0
,feel things often repressed fear anxiety distrust,,0.0
,feel tender,,2.0
,think one important things allow anything make feel fearful fear negative emotions pull vibration,,4.0
,made way class feeling sense fond connection childhood discover without supplies stirred memories,,2.0
,really feel know devil hates always something could use im determined let,,1.0
,feel things happen get excited things work well,,1.0
,feeling ok biostatistics course physiology course touchy,,1.0
,feel ignored systemic nature pattern sexual abuse mishandling reports sexual abuse service understandably wishing defend protect friend reputation,,0.0
,feel like doomed life sleep obsession,,0.0
,moments feeling silently offended egyptian youngsters identified egyptian even born us labeling white person even though many ways assimilated,,3.0
,feel shocked stoup destinys child b,,5.0
,feel need explain thoughts ways clever funny maybe even insightful,,1.0
,would suggest volunteering help people need salvation army help others learn appreciate still feel worthwhile,,1.0
,managed however relax enjoy scenery feeling romantic thoroughly enjoying th anniversary cruise,,2.0
,sometimes feel like damaged product,,0.0
,woke feeling fine,,1.0
,feel impatient brian prolonged assertion alien encounter nobody victim could truly relate repercussion molested,,3.0
,cope presence without feeling distressed force quiet resigned friendship,,4.0
,feeling well specific issue,,1.0
,feel like ungrateful ass href http thisisntcuteanymore,,0.0
,love customers leave studio looking automatically refreshed radiant product line everyone feel gorgeous confident,,1.0
,feel frightened fats,,4.0
,gotta say feeling little slutty,,2.0
,feel like way combine creative outpourings one thing,,1.0
,found looking clock starting feel irritated,,3.0
,im feeling little proud,,1.0
,back feeling determined,,1.0
,wednesday postgraduate open day plenty write rest week feel sure,,1.0
,feel little low japan always feel pangs guilt fail appreciate living situation decisions,,0.0
,feel dirty watching series tell series trying induce false emotions viewer,,0.0
,sat group feeling really depressed book go missing time,,0.0
,already feel kicking ribs making harder breath sometimes taking precious space stomach,,1.0
,feeling irritated anxious often dont even like kids touching,,3.0
,ive getting making feel suspicious like someone elses great work trying get credit,,4.0
,decide picking easy route would get nowhere feel like people want tortured follow blue path,,4.0
,feel appalled took advantage old friend kindness,,3.0
,ive feeling bit messy im hoping fresh look help figure better way deal,,0.0
,really excited didnt really stand lot high school slightly average decently friendly feel like delivering speech cool legacy leave school,,1.0
,wish could chinese bite finger feel pain miles away thing upon reflection perhaps wouldnt considerate,,2.0
,also tried frustration feeling none energetic problems work respirometry stuff going huge nightmare,,1.0
,feel even determined keep per week tradition son started,,1.0
,feel need compensate perfect jacket topper cover boobs fulfill duties,,1.0
,could expected every way feeling bit overwhelmed point quickly life changed past weeks,,4.0
,feel like might ok,,1.0
,feel like unfortunate events fit thought quote posted,,0.0
,feeling hyper bouncy,,1.0
,doubt makes sense one feel emotional metaphors come tumbling like rock slide see,,0.0
,didnt want feel pain hour later decided start shortly broke water,,0.0
,remember appalled feeling personally insulted could thought would listen something vulgar bee gees,,3.0
,look photo feel gentle calm makeup still soft warmer feel harmonizes better warm colours flowers,,2.0
,know met person feel honored able come together grow closer god,,1.0
,im feeling especially brave tough ill tell story scattering ashes,,1.0
,still feel like im punished,,0.0
,feel nervous leaving kid,,4.0
,feel contented job,,1.0
,feel furious love really thought better,,3.0
,ill get mopey occured past frequency decreasing logarythmic scale even im feeling self doubtful also occuring less,,4.0
,feel useful valued fundamental,,1.0
,actually meeting last week someone yelled older lady phone rang felt terrible boss treats unfairly case someone makes feel worth anything allowing offended steal joy,,3.0
,go around questioning broads feeling suspicious,,4.0
,feeling bitchy evening,,3.0
,feel relaxed happy discovered love projects take months end actual product show,,1.0
,like fresh feeling sweet gave,,1.0
,feel wiggy everything maybe ill drop virtuous lib stance join georgie porgie,,1.0
,ive posted ive feeling casual vibe comes dressing,,1.0
,ended podcast feeling depressed exactly like still concrete answer strike balance self help authors love talk,,0.0
,im sure im feeling delicate,,2.0
,feel vile rising throat flipping lid toilet let,,3.0
,feel rebellious spirit already,,3.0
,feel honored part culinary community,,1.0
,feel shame whatsoever longing iron man local cineworld,,2.0
,feel ungrateful wanting truth,,0.0
,feel sorta vain,,0.0
,feel like target blank class di title bookmark del,,0.0
,feel like fish might moderately intelligent fish ive noticed tendency go corner tank closest container fish food stare,,1.0
,feeling clever changed last line cookies,,1.0
,admit joy cooking also times feel defeated,,0.0
,finally starting feel like real life san vicente longer strange confusing extended vacation,,4.0
,feel like even though things arent quite resolved major peace still,,1.0
,feel ashamed,,0.0
,feel fucking woeful looking girls,,0.0
,feel really irritated talk problems people start talking,,3.0
,feeling homesick annual easter breakfast service church morning left hike mt precipice sunrise,,0.0
,know makes feel generous,,1.0
,im already feeling pretty festive year even though november,,1.0
,feel helpless regain safe feeling,,0.0
,still feeling hesitant last night woke found made decision slatebook somewhat surprise wanted,,4.0
,feel determined actions nobody nothing else,,1.0
,thought would feel apprehensive surprisingly comfortable gone,,4.0
,feel drained physically sore work,,0.0
,sure appreciate asking instead feeling mad hurt thought,,3.0
,litsen music feel much pride think gave birth amazingly talented child one day early teens picked guitar played like second nature,,1.0
,want others feel unhappy accommodate,,0.0
,prolific writer fandom feel highly respected fellow writers write much often people cannot,,1.0
,feel lonely make feel special feel useless always kind sweet,,0.0
,feeling dissatisfied several times,,3.0
,feel gentle tap find flower child watching expression grave,,2.0
,im feeling restless frustrated right way specific people recovering illness injury,,4.0
,feel honoured great man claims friend,,1.0
,burn feel pain twist knife bleed aching heart tear apart lie beg steal crawl hands knees see youre like,,0.0
,feel uncomfortable telling others girls wish lists,,4.0
,cant simple math question guess broke front tuition teacher known almost years feeling pressured feel bad bout,,4.0
,feel doubtful abilities,,4.0
,ive feeling listless lately,,0.0
,said beginning combination oily skin still use around week skin feels absolutely gorgeous morning applying,,1.0
,honest say first two chapters sort overwhelmed wasnt sure going able follow everything feeling kind dumb,,0.0
,lay typing hate blog entry one would read although want whole world read praise like dickens feel miserable,,0.0
,look long without feeling depressed,,0.0
,feeling generous sent sofa glares next six hours,,1.0
,really believe walked water stops first marathon actually think walking bad dammit feeling stubborn wanted get home needed motivated something,,3.0
,firmly believe way go craft write book feel passionate worry finding book mass audience desires,,1.0
